,config,n_vars,n_csts,benchmark,network_type,encoding,configuration,timeout,memory_limit,k,encoding_t/o,building_successful,encoding_successful,n_nodes,n_edges,utime,stime,wtime,max_res_set_size,exit_status,signal,encoding_m/o
1,config0,108.0,1533.0,MadridAdj.txt,crime,ilp,0,7200,4000000,1,False,True,True,54.0,226.0,864.06,1.81,7:15,69672,0,,False
91,config0,108.0,815029.0,MadridAdj.txt,crime,ilp,0,7200,4000000,2,False,True,True,54.0,226.0,709.11,3.37,6:11,2775548,0,,False
180,config0,,,MadridAdj.txt,crime,ilp,0,7200,4000000,3,False,True,False,,,22.89,1.42,0:25,3629480,0,,True
272,config0,,,MadridAdj.txt,crime,ilp,0,7200,4000000,4,False,True,False,,,29.91,1.33,0:31,3734396,0,,True
364,config0,,,MadridAdj.txt,crime,ilp,0,7200,4000000,6,False,True,False,,,46.54,3.15,0:58,3734888,0,,True
454,config0,,,MadridAdj.txt,crime,ilp,0,7200,4000000,8,False,True,False,,,48.86,1.62,0:50,3734584,0,,True
543,config0,,,MadridAdj.txt,crime,ilp,0,7200,4000000,10,False,True,False,,,48.85,1.65,0:50,3734268,0,,True
633,config0,,,MadridAdj.txt,crime,ilp,0,7200,4000000,12,False,True,False,,,47.29,1.7,0:49,3734628,0,,True
723,config0,,,MadridAdj.txt,crime,ilp,0,7200,4000000,16,False,True,False,,,46.67,1.73,0:48,3734800,0,,True
0,config0,20.0,65.0,ParisAdj.txt,crime,ilp,0,7200,4000000,1,False,True,True,10.0,14.0,0.91,1.79,0:09,65164,0,,False
90,config0,20.0,396.0,ParisAdj.txt,crime,ilp,0,7200,4000000,2,False,True,True,10.0,14.0,1.59,0.17,0:01,67460,0,,False
179,config0,20.0,751.0,ParisAdj.txt,crime,ilp,0,7200,4000000,3,False,True,True,10.0,14.0,0.3,0.18,0:00,70900,0,,False
271,config0,20.0,842.0,ParisAdj.txt,crime,ilp,0,7200,4000000,4,False,True,True,10.0,14.0,0.5,0.18,0:00,66964,0,,False
363,config0,20.0,862.0,ParisAdj.txt,crime,ilp,0,7200,4000000,6,False,True,True,10.0,14.0,1.53,0.18,0:01,66904,0,,False
453,config0,20.0,862.0,ParisAdj.txt,crime,ilp,0,7200,4000000,8,False,True,True,10.0,14.0,2.28,0.19,0:02,67224,0,,False
542,config0,20.0,862.0,ParisAdj.txt,crime,ilp,0,7200,4000000,10,False,True,True,10.0,14.0,2.68,0.21,0:03,67132,0,,False
632,config0,20.0,862.0,ParisAdj.txt,crime,ilp,0,7200,4000000,12,False,True,True,10.0,14.0,2.74,0.21,0:03,66560,0,,False
722,config0,20.0,862.0,ParisAdj.txt,crime,ilp,0,7200,4000000,16,False,True,True,10.0,14.0,2.14,1.87,0:12,66368,0,,False
2,config0,28.0,113.0,PhilippineAdj.txt,crime,ilp,0,7200,4000000,1,False,True,True,14.0,51.0,552.48,1.91,4:48,65864,0,,False
92,config0,28.0,2303.0,PhilippineAdj.txt,crime,ilp,0,7200,4000000,2,False,True,True,14.0,51.0,1.88,0.2,0:01,68252,0,,False
181,config0,28.0,8803.0,PhilippineAdj.txt,crime,ilp,0,7200,4000000,3,False,True,True,14.0,51.0,0.89,0.19,0:01,78348,0,,False
273,config0,28.0,12306.0,PhilippineAdj.txt,crime,ilp,0,7200,4000000,4,False,True,True,14.0,51.0,5.9,0.21,0:06,86816,0,,False
365,config0,28.0,13186.0,PhilippineAdj.txt,crime,ilp,0,7200,4000000,6,False,True,True,14.0,51.0,109.33,0.21,1:50,83596,0,,False
455,config0,28.0,13499.0,PhilippineAdj.txt,crime,ilp,0,7200,4000000,8,False,True,True,14.0,51.0,404.1,0.16,6:45,84792,0,,False
544,config0,28.0,13543.0,PhilippineAdj.txt,crime,ilp,0,7200,4000000,10,False,True,True,14.0,51.0,617.36,0.17,10:19,89332,0,,False
634,config0,28.0,13543.0,PhilippineAdj.txt,crime,ilp,0,7200,4000000,12,False,True,True,14.0,51.0,647.27,0.17,10:50,84340,0,,False
724,config0,28.0,13543.0,PhilippineAdj.txt,crime,ilp,0,7200,4000000,16,False,True,True,14.0,51.0,717.27,1.85,12:10,90032,0,,False
3,config0,78.0,819.0,ZerkaniAdj.txt,crime,ilp,0,7200,4000000,1,False,True,True,39.0,89.0,696.02,0.3,5:50,73012,0,,False
93,config0,78.0,164066.0,ZerkaniAdj.txt,crime,ilp,0,7200,4000000,2,False,True,True,39.0,89.0,6.85,0.41,0:06,469808,0,,False
182,config0,,,ZerkaniAdj.txt,crime,ilp,0,7200,4000000,3,False,True,False,,,53.68,1.37,2:05,3734984,0,,True
274,config0,,,ZerkaniAdj.txt,crime,ilp,0,7200,4000000,4,False,True,False,,,49.05,1.27,0:50,3734528,0,,True
366,config0,,,ZerkaniAdj.txt,crime,ilp,0,7200,4000000,6,False,True,False,,,108.16,1.44,1:51,3734748,0,,True
456,config0,,,ZerkaniAdj.txt,crime,ilp,0,7200,4000000,8,False,True,False,,,362.43,1.34,6:05,3734820,0,,True
545,config0,,,ZerkaniAdj.txt,crime,ilp,0,7200,4000000,10,False,True,False,,,669.2,3.27,11:23,3738340,0,,True
635,config0,,,ZerkaniAdj.txt,crime,ilp,0,7200,4000000,12,False,True,False,,,615.72,1.45,10:20,3734332,0,,True
725,config0,,,ZerkaniAdj.txt,crime,ilp,0,7200,4000000,16,False,True,False,,,618.42,1.26,10:25,3736908,0,,True
45,config0,,,ca-CondMat.mtx,collaboration,ilp,0,7200,4000000,1,False,True,False,,,46.31,1.64,0:48,3590320,0,,True
135,config0,,,ca-CondMat.mtx,collaboration,ilp,0,7200,4000000,2,False,True,False,,,47.42,1.68,0:49,3590272,0,,True
226,config0,,,ca-CondMat.mtx,collaboration,ilp,0,7200,4000000,3,False,True,False,,,47.2,1.67,0:49,3592068,0,,True
317,config0,,,ca-CondMat.mtx,collaboration,ilp,0,7200,4000000,4,False,True,False,,,45.36,1.57,0:47,3590196,0,,True
408,config0,,,ca-CondMat.mtx,collaboration,ilp,0,7200,4000000,6,False,True,False,,,43.6,1.54,0:45,3590312,0,,True
498,config0,,,ca-CondMat.mtx,collaboration,ilp,0,7200,4000000,8,False,True,False,,,40.89,1.44,0:42,3590244,0,,True
586,config0,,,ca-CondMat.mtx,collaboration,ilp,0,7200,4000000,10,False,True,False,,,49.16,3.93,1:07,3590220,0,,True
677,config0,,,ca-CondMat.mtx,collaboration,ilp,0,7200,4000000,12,False,True,False,,,47.59,1.64,0:49,3590316,0,,True
768,config0,,,ca-CondMat.mtx,collaboration,ilp,0,7200,4000000,16,False,True,False,,,47.19,1.67,0:50,3592232,0,,True
46,config0,,,ca-Erdos992.mtx,collaboration,ilp,0,7200,4000000,1,False,True,False,,,19.07,1.6,0:20,3590636,0,,True
136,config0,,,ca-Erdos992.mtx,collaboration,ilp,0,7200,4000000,2,False,True,False,,,17.17,3.71,0:35,3590852,0,,True
227,config0,,,ca-Erdos992.mtx,collaboration,ilp,0,7200,4000000,3,False,True,False,,,17.28,1.48,0:19,3594552,0,,True
318,config0,,,ca-Erdos992.mtx,collaboration,ilp,0,7200,4000000,4,False,True,False,,,17.86,1.51,0:19,3590880,0,,True
409,config0,,,ca-Erdos992.mtx,collaboration,ilp,0,7200,4000000,6,False,True,False,,,17.12,1.68,0:19,3590848,0,,True
499,config0,,,ca-Erdos992.mtx,collaboration,ilp,0,7200,4000000,8,False,True,False,,,17.02,1.69,0:19,3590772,0,,True
587,config0,,,ca-Erdos992.mtx,collaboration,ilp,0,7200,4000000,10,False,True,False,,,16.77,1.67,0:18,3590684,0,,True
678,config0,,,ca-Erdos992.mtx,collaboration,ilp,0,7200,4000000,12,False,True,False,,,17.14,1.63,0:19,3590800,0,,True
769,config0,,,ca-Erdos992.mtx,collaboration,ilp,0,7200,4000000,16,False,True,False,,,16.82,1.64,0:18,3596744,0,,True
44,config0,,,ca-GrQc.mtx,collaboration,ilp,0,7200,4000000,1,False,True,False,,,36.29,1.7,0:38,3590452,0,,True
134,config0,,,ca-GrQc.mtx,collaboration,ilp,0,7200,4000000,2,False,True,False,,,28.83,1.55,0:30,3590496,0,,True
225,config0,,,ca-GrQc.mtx,collaboration,ilp,0,7200,4000000,3,False,True,False,,,31.32,3.92,0:50,3590400,0,,True
316,config0,,,ca-GrQc.mtx,collaboration,ilp,0,7200,4000000,4,False,True,False,,,31.24,1.76,0:33,3590644,0,,True
407,config0,,,ca-GrQc.mtx,collaboration,ilp,0,7200,4000000,6,False,True,False,,,29.62,1.69,0:31,3590392,0,,True
497,config0,,,ca-GrQc.mtx,collaboration,ilp,0,7200,4000000,8,False,True,False,,,29.46,1.72,0:31,3590264,0,,True
585,config0,,,ca-GrQc.mtx,collaboration,ilp,0,7200,4000000,10,False,True,False,,,30.24,1.63,0:32,3594484,0,,True
676,config0,,,ca-GrQc.mtx,collaboration,ilp,0,7200,4000000,12,False,True,False,,,29.68,1.65,0:31,3590272,0,,True
767,config0,,,ca-GrQc.mtx,collaboration,ilp,0,7200,4000000,16,False,True,False,,,29.4,1.6,0:31,3594336,0,,True
43,config0,,,ca-citeseer.mtx,collaboration,ilp,0,7200,4000000,1,False,True,False,,,224.86,1.45,3:47,3587772,0,,True
133,config0,,,ca-citeseer.mtx,collaboration,ilp,0,7200,4000000,2,False,True,False,,,190.18,1.27,3:12,3586868,0,,True
224,config0,,,ca-citeseer.mtx,collaboration,ilp,0,7200,4000000,3,False,True,False,,,188.69,1.23,3:10,3588344,0,,True
315,config0,,,ca-citeseer.mtx,collaboration,ilp,0,7200,4000000,4,False,True,False,,,192.77,1.34,3:15,3587620,0,,True
406,config0,,,ca-citeseer.mtx,collaboration,ilp,0,7200,4000000,6,False,True,False,,,189.43,1.27,3:11,3587796,0,,True
496,config0,,,ca-citeseer.mtx,collaboration,ilp,0,7200,4000000,8,False,True,False,,,234.72,3.76,4:14,3587744,0,,True
584,config0,,,ca-citeseer.mtx,collaboration,ilp,0,7200,4000000,10,False,True,False,,,203.55,1.31,3:26,3585792,0,,True
675,config0,,,ca-citeseer.mtx,collaboration,ilp,0,7200,4000000,12,False,True,False,,,189.56,1.23,3:11,3586288,0,,True
766,config0,,,ca-citeseer.mtx,collaboration,ilp,0,7200,4000000,16,False,True,False,,,190.61,1.26,3:12,3586428,0,,True
42,config0,,,ca-dblp-2010.mtx,collaboration,ilp,0,7200,4000000,1,False,True,False,,,159.84,1.55,2:42,3586832,0,,True
132,config0,,,ca-dblp-2010.mtx,collaboration,ilp,0,7200,4000000,2,False,True,False,,,146.43,1.34,2:28,3587028,0,,True
223,config0,,,ca-dblp-2010.mtx,collaboration,ilp,0,7200,4000000,3,False,True,False,,,147.62,1.3,2:29,3585960,0,,True
314,config0,,,ca-dblp-2010.mtx,collaboration,ilp,0,7200,4000000,4,False,True,False,,,147.57,1.24,2:29,3586548,0,,True
405,config0,,,ca-dblp-2010.mtx,collaboration,ilp,0,7200,4000000,6,False,True,False,,,145.26,1.23,2:27,3586084,0,,True
495,config0,,,ca-dblp-2010.mtx,collaboration,ilp,0,7200,4000000,8,False,True,False,,,145.78,1.25,2:27,3585984,0,,True
583,config0,,,ca-dblp-2010.mtx,collaboration,ilp,0,7200,4000000,10,False,True,False,,,185.41,3.77,3:22,3587732,0,,True
674,config0,,,ca-dblp-2010.mtx,collaboration,ilp,0,7200,4000000,12,False,True,False,,,166.35,1.5,2:48,3586468,0,,True
765,config0,,,ca-dblp-2010.mtx,collaboration,ilp,0,7200,4000000,16,False,True,False,,,147.49,1.34,2:29,3586484,0,,True
40,config0,758.0,40708.0,ca-netscience.mtx,collaboration,ilp,0,7200,4000000,1,False,True,True,379.0,914.0,6.82,0.38,0:58,173540,0,,False
130,config0,,,ca-netscience.mtx,collaboration,ilp,0,7200,4000000,2,False,True,False,,,38.09,1.4,0:39,3590888,0,,True
221,config0,,,ca-netscience.mtx,collaboration,ilp,0,7200,4000000,3,False,True,False,,,25.68,1.3,0:27,3591032,0,,True
312,config0,,,ca-netscience.mtx,collaboration,ilp,0,7200,4000000,4,False,True,False,,,26.22,1.31,0:27,3590908,0,,True
403,config0,,,ca-netscience.mtx,collaboration,ilp,0,7200,4000000,6,False,True,False,,,32.66,3.85,0:49,3591020,0,,True
493,config0,,,ca-netscience.mtx,collaboration,ilp,0,7200,4000000,8,False,True,False,,,31.93,1.68,0:33,3592764,0,,True
581,config0,,,ca-netscience.mtx,collaboration,ilp,0,7200,4000000,10,False,True,False,,,30.7,1.77,0:32,3590868,0,,True
672,config0,,,ca-netscience.mtx,collaboration,ilp,0,7200,4000000,12,False,True,False,,,31.0,1.69,0:32,3591120,0,,True
763,config0,,,ca-netscience.mtx,collaboration,ilp,0,7200,4000000,16,False,True,False,,,31.32,1.67,0:33,3594868,0,,True
41,config0,172.0,3040.0,ca-sandi_auths.mtx,collaboration,ilp,0,7200,4000000,1,False,True,True,86.0,124.0,1167.27,0.33,10:29,99904,0,,False
131,config0,,,ca-sandi_auths.mtx,collaboration,ilp,0,7200,4000000,2,False,True,False,,,46.21,1.51,0:48,3591056,0,,True
222,config0,,,ca-sandi_auths.mtx,collaboration,ilp,0,7200,4000000,3,False,True,False,,,65.71,3.88,1:25,3594148,0,,True
313,config0,,,ca-sandi_auths.mtx,collaboration,ilp,0,7200,4000000,4,False,True,False,,,41.07,1.58,0:43,3590968,0,,True
404,config0,,,ca-sandi_auths.mtx,collaboration,ilp,0,7200,4000000,6,False,True,False,,,44.05,1.64,0:46,3594984,0,,True
494,config0,,,ca-sandi_auths.mtx,collaboration,ilp,0,7200,4000000,8,False,True,False,,,43.6,1.56,0:45,3590832,0,,True
582,config0,,,ca-sandi_auths.mtx,collaboration,ilp,0,7200,4000000,10,False,True,False,,,43.76,1.5,0:45,3590976,0,,True
673,config0,,,ca-sandi_auths.mtx,collaboration,ilp,0,7200,4000000,12,False,True,False,,,42.03,1.49,0:43,3590960,0,,True
764,config0,,,ca-sandi_auths.mtx,collaboration,ilp,0,7200,4000000,16,False,True,False,,,39.93,1.41,0:41,3590852,0,,True
9,config0,664.0,50745.0,inf-USAir97.mtx,infrastructure,ilp,0,7200,4000000,1,False,True,True,332.0,2126.0,574.07,1.63,4:52,2090616,0,,False
99,config0,,,inf-USAir97.mtx,infrastructure,ilp,0,7200,4000000,2,False,True,False,,,24.42,1.33,0:25,3590476,0,,True
189,config0,,,inf-USAir97.mtx,infrastructure,ilp,0,7200,4000000,3,False,True,False,,,19.64,1.39,0:21,3592604,0,,True
281,config0,,,inf-USAir97.mtx,infrastructure,ilp,0,7200,4000000,4,False,True,False,,,21.97,1.32,0:23,3590568,0,,True
373,config0,,,inf-USAir97.mtx,infrastructure,ilp,0,7200,4000000,6,False,True,False,,,19.27,1.27,0:20,3590896,0,,True
463,config0,,,inf-USAir97.mtx,infrastructure,ilp,0,7200,4000000,8,False,True,False,,,18.93,1.32,0:20,3590752,0,,True
552,config0,,,inf-USAir97.mtx,infrastructure,ilp,0,7200,4000000,10,False,True,False,,,24.23,3.73,0:42,3590828,0,,True
642,config0,,,inf-USAir97.mtx,infrastructure,ilp,0,7200,4000000,12,False,True,False,,,23.8,1.74,0:26,3590660,0,,True
732,config0,,,inf-USAir97.mtx,infrastructure,ilp,0,7200,4000000,16,False,True,False,,,23.09,1.63,0:24,3590868,0,,True
12,config0,2276.0,640050.0,power-1138-bus.mtx,power,ilp,0,7200,4000000,1,False,True,False,1138.0,2596.0,533.58,2.35,4:47,2818116,0,,False
102,config0,,,power-1138-bus.mtx,power,ilp,0,7200,4000000,2,False,True,False,,,21.42,1.47,0:23,3590928,0,,True
192,config0,,,power-1138-bus.mtx,power,ilp,0,7200,4000000,3,False,True,False,,,21.12,1.4,0:22,3590692,0,,True
284,config0,,,power-1138-bus.mtx,power,ilp,0,7200,4000000,4,False,True,False,,,21.11,1.44,0:23,3590792,0,,True
376,config0,,,power-1138-bus.mtx,power,ilp,0,7200,4000000,6,False,True,False,,,20.94,1.36,0:22,3594872,0,,True
466,config0,,,power-1138-bus.mtx,power,ilp,0,7200,4000000,8,False,True,False,,,20.59,1.42,0:22,3590740,0,,True
555,config0,,,power-1138-bus.mtx,power,ilp,0,7200,4000000,10,False,True,False,,,20.46,1.36,0:22,3590956,0,,True
645,config0,,,power-1138-bus.mtx,power,ilp,0,7200,4000000,12,False,True,False,,,25.83,3.76,0:42,3591028,0,,True
735,config0,,,power-1138-bus.mtx,power,ilp,0,7200,4000000,16,False,True,False,,,25.2,1.66,0:27,3592724,0,,True
14,config0,988.0,121726.0,power-494-bus.mtx,power,ilp,0,7200,4000000,1,False,True,True,494.0,1080.0,475.66,0.61,4:01,485980,0,,False
104,config0,,,power-494-bus.mtx,power,ilp,0,7200,4000000,2,False,True,False,,,25.96,1.28,0:27,3590940,0,,True
194,config0,,,power-494-bus.mtx,power,ilp,0,7200,4000000,3,False,True,False,,,25.22,1.29,0:26,3590736,0,,True
286,config0,,,power-494-bus.mtx,power,ilp,0,7200,4000000,4,False,True,False,,,31.76,3.88,0:50,3590852,0,,True
378,config0,,,power-494-bus.mtx,power,ilp,0,7200,4000000,6,False,True,False,,,30.96,1.75,0:33,3590792,0,,True
468,config0,,,power-494-bus.mtx,power,ilp,0,7200,4000000,8,False,True,False,,,30.46,1.69,0:32,3593004,0,,True
557,config0,,,power-494-bus.mtx,power,ilp,0,7200,4000000,10,False,True,False,,,30.54,1.59,0:32,3590832,0,,True
647,config0,,,power-494-bus.mtx,power,ilp,0,7200,4000000,12,False,True,False,,,31.07,1.65,0:33,3590864,0,,True
737,config0,,,power-494-bus.mtx,power,ilp,0,7200,4000000,16,False,True,False,,,30.13,1.63,0:32,3590736,0,,True
16,config0,1370.0,231550.0,power-685-bus.mtx,power,ilp,0,7200,4000000,1,False,True,False,685.0,1967.0,653.18,9.12,5:37,2661176,0,,False
106,config0,,,power-685-bus.mtx,power,ilp,0,7200,4000000,2,False,True,False,,,21.47,1.23,0:22,3591068,0,,True
196,config0,,,power-685-bus.mtx,power,ilp,0,7200,4000000,3,False,True,False,,,19.38,1.26,0:20,3590892,0,,True
288,config0,,,power-685-bus.mtx,power,ilp,0,7200,4000000,4,False,True,False,,,19.32,1.18,0:20,3590944,0,,True
380,config0,,,power-685-bus.mtx,power,ilp,0,7200,4000000,6,False,True,False,,,19.56,1.27,0:21,3590588,0,,True
470,config0,,,power-685-bus.mtx,power,ilp,0,7200,4000000,8,False,True,False,,,19.43,1.28,0:21,3590684,0,,True
559,config0,,,power-685-bus.mtx,power,ilp,0,7200,4000000,10,False,True,False,,,19.34,1.27,0:20,3590708,0,,True
649,config0,,,power-685-bus.mtx,power,ilp,0,7200,4000000,12,False,True,False,,,24.73,3.83,0:42,3590808,0,,True
739,config0,,,power-685-bus.mtx,power,ilp,0,7200,4000000,16,False,True,False,,,24.23,1.72,0:26,3590864,0,,True
11,config0,,,power-US-Grid.mtx,power,ilp,0,7200,4000000,1,False,True,False,,,28.65,3.69,0:45,3394412,0,,False
101,config0,,,power-US-Grid.mtx,power,ilp,0,7200,4000000,2,False,True,False,,,24.5,1.65,0:26,3590588,0,,True
191,config0,,,power-US-Grid.mtx,power,ilp,0,7200,4000000,3,False,True,False,,,24.41,1.7,0:26,3594804,0,,True
283,config0,,,power-US-Grid.mtx,power,ilp,0,7200,4000000,4,False,True,False,,,23.77,1.59,0:25,3592876,0,,True
375,config0,,,power-US-Grid.mtx,power,ilp,0,7200,4000000,6,False,True,False,,,24.27,1.58,0:26,3590556,0,,True
465,config0,,,power-US-Grid.mtx,power,ilp,0,7200,4000000,8,False,True,False,,,24.64,1.65,0:26,3592684,0,,True
554,config0,,,power-US-Grid.mtx,power,ilp,0,7200,4000000,10,False,True,False,,,24.11,1.57,0:26,3590552,0,,True
644,config0,,,power-US-Grid.mtx,power,ilp,0,7200,4000000,12,False,True,False,,,23.77,1.58,0:25,3594588,0,,True
734,config0,,,power-US-Grid.mtx,power,ilp,0,7200,4000000,16,False,True,False,,,25.49,3.97,0:44,3590264,0,,True
15,config0,3446.0,1483344.0,power-bcspwr09.mtx,power,ilp,0,7200,4000000,1,False,True,False,1723.0,4117.0,289.58,2.92,2:49,2993440,0,,False
105,config0,,,power-bcspwr09.mtx,power,ilp,0,7200,4000000,2,False,True,False,,,22.68,1.39,0:24,3590472,0,,True
195,config0,,,power-bcspwr09.mtx,power,ilp,0,7200,4000000,3,False,True,False,,,27.45,3.86,0:44,3590872,0,,True
287,config0,,,power-bcspwr09.mtx,power,ilp,0,7200,4000000,4,False,True,False,,,29.34,1.62,0:31,3590588,0,,True
379,config0,,,power-bcspwr09.mtx,power,ilp,0,7200,4000000,6,False,True,False,,,28.19,1.76,0:30,3590504,0,,True
469,config0,,,power-bcspwr09.mtx,power,ilp,0,7200,4000000,8,False,True,False,,,27.78,1.79,0:29,3590968,0,,True
558,config0,,,power-bcspwr09.mtx,power,ilp,0,7200,4000000,10,False,True,False,,,27.95,1.73,0:30,3590720,0,,True
648,config0,,,power-bcspwr09.mtx,power,ilp,0,7200,4000000,12,False,True,False,,,27.12,1.68,0:29,3591068,0,,True
738,config0,,,power-bcspwr09.mtx,power,ilp,0,7200,4000000,16,False,True,False,,,27.52,1.66,0:29,3591020,0,,True
13,config0,2352.0,423464.0,power-eris1176.mtx,power,ilp,0,7200,4000000,1,False,True,False,1176.0,9864.0,492.39,1.66,5:03,2946296,0,,False
103,config0,,,power-eris1176.mtx,power,ilp,0,7200,4000000,2,False,True,False,,,28.59,3.8,0:47,3590116,0,,True
193,config0,,,power-eris1176.mtx,power,ilp,0,7200,4000000,3,False,True,False,,,31.85,1.56,0:33,3590220,0,,True
285,config0,,,power-eris1176.mtx,power,ilp,0,7200,4000000,4,False,True,False,,,30.77,1.57,0:32,3590304,0,,True
377,config0,,,power-eris1176.mtx,power,ilp,0,7200,4000000,6,False,True,False,,,30.61,1.6,0:32,3592372,0,,True
467,config0,,,power-eris1176.mtx,power,ilp,0,7200,4000000,8,False,True,False,,,31.26,1.67,0:33,3590828,0,,True
556,config0,,,power-eris1176.mtx,power,ilp,0,7200,4000000,10,False,True,False,,,30.58,1.67,0:32,3592264,0,,True
646,config0,,,power-eris1176.mtx,power,ilp,0,7200,4000000,12,False,True,False,,,30.18,1.63,0:32,3590568,0,,True
736,config0,,,power-eris1176.mtx,power,ilp,0,7200,4000000,16,False,True,False,,,29.45,1.45,0:31,3590576,0,,True
23,config0,78.0,809.0,road-chesapeake.mtx,road,ilp,0,7200,4000000,1,False,True,True,39.0,170.0,1026.89,0.34,8:36,90964,0,,False
114,config0,78.0,196944.0,road-chesapeake.mtx,road,ilp,0,7200,4000000,2,False,True,True,39.0,170.0,103.42,0.55,0:55,649784,0,,False
204,config0,,,road-chesapeake.mtx,road,ilp,0,7200,4000000,3,False,True,False,,,42.66,1.23,0:44,3594896,0,,True
295,config0,,,road-chesapeake.mtx,road,ilp,0,7200,4000000,4,False,True,False,,,40.83,1.36,0:42,3590896,0,,True
386,config0,,,road-chesapeake.mtx,road,ilp,0,7200,4000000,6,False,True,False,,,90.81,1.45,1:32,3590596,0,,True
476,config0,,,road-chesapeake.mtx,road,ilp,0,7200,4000000,8,False,True,False,,,325.07,1.36,5:27,3591008,0,,True
565,config0,,,road-chesapeake.mtx,road,ilp,0,7200,4000000,10,False,True,False,,,366.43,5.76,6:28,3594860,0,,True
655,config0,,,road-chesapeake.mtx,road,ilp,0,7200,4000000,12,False,True,False,,,318.62,2.05,5:22,3590968,0,,True
746,config0,,,road-chesapeake.mtx,road,ilp,0,7200,4000000,16,False,True,False,,,318.93,1.4,5:21,3590572,0,,True
22,config0,2348.0,676878.0,road-euroroad.edges,road,ilp,0,7200,4000000,1,False,True,False,1174.0,1417.0,367.07,24.99,4:35,2846476,0,,False
113,config0,,,road-euroroad.edges,road,ilp,0,7200,4000000,2,False,True,False,,,20.68,1.23,0:22,3734880,0,,True
203,config0,,,road-euroroad.edges,road,ilp,0,7200,4000000,3,False,True,False,,,24.64,3.16,0:36,3734424,0,,True
294,config0,,,road-euroroad.edges,road,ilp,0,7200,4000000,4,False,True,False,,,26.23,1.67,0:28,3734324,0,,True
385,config0,,,road-euroroad.edges,road,ilp,0,7200,4000000,6,False,True,False,,,25.52,1.65,0:27,3734972,0,,True
475,config0,,,road-euroroad.edges,road,ilp,0,7200,4000000,8,False,True,False,,,25.19,1.53,0:27,3738880,0,,True
564,config0,,,road-euroroad.edges,road,ilp,0,7200,4000000,10,False,True,False,,,24.88,1.55,0:26,3734860,0,,True
654,config0,,,road-euroroad.edges,road,ilp,0,7200,4000000,12,False,True,False,,,25.5,1.63,0:27,3734372,0,,True
745,config0,,,road-euroroad.edges,road,ilp,0,7200,4000000,16,False,True,False,,,25.14,1.57,0:27,3734344,0,,True
26,config0,,,road-luxembourg-osm.mtx,road,ilp,0,7200,4000000,1,False,True,False,,,36.25,1.27,1:13,3588524,0,,True
117,config0,,,road-luxembourg-osm.mtx,road,ilp,0,7200,4000000,2,False,True,False,,,34.89,1.24,0:36,3590696,0,,True
207,config0,,,road-luxembourg-osm.mtx,road,ilp,0,7200,4000000,3,False,True,False,,,34.44,1.33,0:36,3588500,0,,True
298,config0,,,road-luxembourg-osm.mtx,road,ilp,0,7200,4000000,4,False,True,False,,,33.75,1.3,0:35,3589488,0,,True
389,config0,,,road-luxembourg-osm.mtx,road,ilp,0,7200,4000000,6,False,True,False,,,34.47,1.25,0:35,3588804,0,,True
479,config0,,,road-luxembourg-osm.mtx,road,ilp,0,7200,4000000,8,False,True,False,,,43.64,3.83,1:00,3588272,0,,True
568,config0,,,road-luxembourg-osm.mtx,road,ilp,0,7200,4000000,10,False,True,False,,,42.44,1.66,0:44,3593464,0,,True
658,config0,,,road-luxembourg-osm.mtx,road,ilp,0,7200,4000000,12,False,True,False,,,42.34,1.61,0:44,3589256,0,,True
749,config0,,,road-luxembourg-osm.mtx,road,ilp,0,7200,4000000,16,False,True,False,,,42.38,1.76,0:44,3592268,0,,True
25,config0,,,road-minnesota.mtx,road,ilp,0,7200,4000000,1,False,True,False,,,26.41,1.37,0:28,3590884,0,,True
116,config0,,,road-minnesota.mtx,road,ilp,0,7200,4000000,2,False,True,False,,,18.87,1.31,0:20,3592744,0,,True
206,config0,,,road-minnesota.mtx,road,ilp,0,7200,4000000,3,False,True,False,,,26.15,3.75,0:42,3590984,0,,True
297,config0,,,road-minnesota.mtx,road,ilp,0,7200,4000000,4,False,True,False,,,27.03,1.82,0:29,3590740,0,,True
388,config0,,,road-minnesota.mtx,road,ilp,0,7200,4000000,6,False,True,False,,,26.45,1.7,0:28,3595084,0,,True
478,config0,,,road-minnesota.mtx,road,ilp,0,7200,4000000,8,False,True,False,,,26.05,1.66,0:28,3590896,0,,True
567,config0,,,road-minnesota.mtx,road,ilp,0,7200,4000000,10,False,True,False,,,26.62,1.72,0:28,3591044,0,,True
657,config0,,,road-minnesota.mtx,road,ilp,0,7200,4000000,12,False,True,False,,,26.33,1.67,0:28,3590912,0,,True
748,config0,,,road-minnesota.mtx,road,ilp,0,7200,4000000,16,False,True,False,,,25.58,1.72,0:27,3593008,0,,True
24,config0,,,road-roadNet-PA.mtx,road,ilp,0,7200,4000000,1,False,True,False,,,271.74,3.69,4:48,3567188,0,,True
115,config0,,,road-roadNet-PA.mtx,road,ilp,0,7200,4000000,2,False,True,False,,,228.86,1.52,3:51,3569080,0,,True
205,config0,,,road-roadNet-PA.mtx,road,ilp,0,7200,4000000,3,False,True,False,,,225.1,1.36,4:24,3566980,0,,True
296,config0,,,road-roadNet-PA.mtx,road,ilp,0,7200,4000000,4,False,True,False,,,220.34,1.35,3:42,3569872,0,,True
387,config0,,,road-roadNet-PA.mtx,road,ilp,0,7200,4000000,6,False,True,False,,,221.7,1.4,3:44,3567688,0,,True
